codmun6;estabelecimentomunicipio-jul2023;total-estab-2023;atencao-primaria;atencao-secundaria;atencao-terciaria;POSTO DE SAUDE;CENTRO DE SAUDE/UNIDADE BASICA;CONSULTORIO ISOLADO;UNIDADE MOVEL FLUVIAL;UNIDADE MOVEL TERRESTRE;FARMACIA;UNIDADE DE VIGILANCIA EM SAUDE;CENTRO DE APOIO A SAUDE DA FAMILIA;UNIDADE DE ATENCAO A SAUDE INDIGENA;POLO ACADEMIA DA SAUDE;TELESSAUDE;POLO DE PREVENCAO DE DOENCAS E AGRAVOS E PROMOCAO DA SAUDE;CENTRO DE IMUNIZACAO;POLICLINICA;UNIDADE MISTA;PRONTO SOCORRO GERAL;PRONTO SOCORRO ESPECIALIZADO;CLINICA/CENTRO DE ESPECIALIDADE;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);COOPERATIVA OU EMPRESA DE CESSAO DE TRABALHADORES NA SAUDE;CENTRO DE PARTO NORMAL - ISOLADO;HOSPITAL/DIA - ISOLADO;CENTRO DE ATENCAO PSICOSSOCIAL;PRONTO ATENDIMENTO;SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE);UNIDADE DE ATENCAO EM REGIME RESIDENCIAL;OFICINA ORTOPEDICA;LABORATORIO DE SAUDE PUBLICA;CENTRAL DE ABASTECIMENTO;HOSPITAL GERAL;HOSPITAL ESPECIALIZADO;UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA;LABORATORIO CENTRAL DE SAUDE PUBLICA LACEN;CENTRAL DE GESTAO EM SAUDE;CENTRO DE ATENCAO HEMOTERAPIA E OU HEMATOLOGICA;CENTRAL DE REGULACAO MEDICA DAS URGENCIAS;CENTRAL DE REGULACAO DO ACESSO;CENTRAL DE NOTIFICACAO,CAPTACAO E DISTRIB DE ORGAOS ESTADUAL
221000;221000 SAO JOAO DO PIAUI;28;11;11;6;-;6;4;-;-;-;1;-;-;-;-;-;-;-;-;-;-;7;3;-;-;-;1;-;-;-;-;-;-;1;1;2;-;1;-;-;1;-
221005;221005 SAO JOSE DO DIVINO;12;10;1;1;-;6;-;-;-;1;1;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
221010;221010 SAO JOSE DO PEIXE;8;5;2;1;2;2;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
221020;221020 SAO JOSE DO PIAUI;10;7;1;2;5;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
221030;221030 SAO JULIAO;6;3;1;2;-;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
221035;221035 SAO LOURENCO DO PIAUI;10;8;1;1;5;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
221037;221037 SAO LUIS DO PIAUI;7;5;1;1;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
221038;221038 SAO MIGUEL DA BAIXA GRANDE;4;2;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
221039;221039 SAO MIGUEL DO FIDALGO;6;3;2;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
221040;221040 SAO MIGUEL DO TAPUIO;34;27;4;3;12;11;-;-;1;-;-;1;-;2;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-
221050;221050 SAO PEDRO DO PIAUI;25;17;5;3;4;9;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;3;-;-;-;-;1;-;-;-;-;-;1;1;-;1;-;1;-;-;-;-
221060;221060 SAO RAIMUNDO NONATO;53;24;20;9;2;12;3;-;2;2;1;-;-;2;-;-;-;-;-;-;-;6;12;-;-;-;1;1;-;-;-;-;-;4;-;4;-;1;-;-;-;-
221062;221062 SEBASTIAO BARROS;9;7;1;1;4;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
221063;221063 SEBASTIAO LEAL;8;6;1;1;-;5;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
221065;221065 SIGEFREDO PACHECO;7;6;1;0;1;4;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
221070;221070 SIMOES;18;9;5;4;-;7;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;2;1;-;-;-;1;-;-;-;-;-;-;2;-;1;-;1;-;-;-;-
221080;221080 SIMPLICIO MENDES;27;16;5;6;7;4;2;-;-;-;-;1;-;2;-;-;-;-;-;-;-;1;3;-;-;-;1;-;-;-;-;-;-;1;-;3;-;1;-;-;1;-
221090;221090 SOCORRO DO PIAUI;8;5;1;2;1;4;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
221093;221093 SUSSUAPARA;8;5;2;1;1;3;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
221095;221095 TAMBORIL DO PIAUI;5;3;1;1;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
221097;221097 TANQUE DO PIAUI;8;4;2;2;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
221100;221100 TERESINA;670;253;351;66;-;94;118;-;4;30;4;-;-;-;-;2;1;30;4;1;2;199;94;1;-;1;8;3;3;-;-;3;2;23;12;14;-;6;3;2;4;2
221110;221110 UNIAO;32;23;6;3;-;17;1;-;-;-;-;-;-;5;-;-;-;-;-;-;-;4;-;-;-;-;1;-;-;-;-;-;1;1;-;1;-;1;-;-;-;-
221120;221120 URUCUI;33;10;20;3;-;10;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;11;6;-;-;-;1;-;-;-;-;-;1;1;-;1;-;1;-;-;-;-
221130;221130 VALENCA DO PIAUI;46;26;17;3;11;8;2;-;-;1;-;1;-;3;-;-;-;-;-;-;-;10;5;-;-;-;2;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
221135;221135 VARZEA BRANCA;5;3;1;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
221140;221140 VARZEA GRANDE;6;4;1;1;-;4;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-
221150;221150 VERA MENDES;6;4;1;1;-;3;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
221160;221160 VILA NOVA DO PIAUI;8;6;1;1;3;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
221170;221170 WALL FERRAZ;11;7;2;2;4;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
230010;230010 ABAIARA;12;8;3;1;-;6;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
230015;230015 ACARAPE;17;15;1;1;5;8;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
230020;230020 ACARAU;61;32;23;6;2;25;3;-;-;1;-;-;1;-;-;-;-;1;-;-;-;15;3;-;-;-;1;1;-;-;-;-;2;1;-;2;-;2;-;-;1;-
230030;230030 ACOPIARA;42;32;6;4;-;17;10;-;-;2;1;2;-;-;-;-;-;-;-;-;-;-;5;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-
230040;230040 AIUABA;13;9;1;3;-;7;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;1;-;-;-;-
230050;230050 ALCANTARAS;15;10;4;1;1;7;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-
230060;230060 ALTANEIRA;8;4;2;2;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
230070;230070 ALTO SANTO;38;28;6;4;-;6;5;-;-;-;-;17;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;1;-;-;1;-
230075;230075 AMONTADA;21;15;4;2;-;14;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
230080;230080 ANTONINA DO NORTE;9;6;1;2;1;3;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
230090;230090 APUIARES;11;9;0;2;-;8;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
230100;230100 AQUIRAZ;77;48;22;7;1;38;1;-;-;5;-;-;1;1;-;1;-;1;-;-;-;15;3;-;-;-;3;-;-;-;-;-;-;1;3;1;-;1;-;-;1;-
230110;230110 ARACATI;102;60;34;8;1;23;27;-;-;5;1;1;-;1;-;-;1;1;-;-;-;21;7;1;-;-;2;1;-;-;-;-;1;3;-;3;-;2;-;-;-;-
230120;230120 ARACOIABA;39;28;6;5;5;12;2;-;-;7;-;2;-;-;-;-;-;-;-;1;-;1;3;-;-;-;1;-;-;-;-;-;-;1;-;2;-;1;-;-;1;-
230125;230125 ARARENDA;12;9;1;2;2;4;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
230130;230130 ARARIPE;21;13;5;3;-;9;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;3;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
230140;230140 ARATUBA;14;9;2;3;1;5;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
230150;230150 ARNEIROZ;10;7;1;2;6;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-
230160;230160 ASSARE;25;19;3;3;-;10;2;-;-;1;-;3;-;3;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
230170;230170 AURORA;26;15;8;3;-;12;-;-;-;1;1;1;-;-;-;-;-;1;-;-;-;5;-;-;-;-;1;-;-;-;-;-;1;1;-;1;-;1;-;-;-;-
230180;230180 BAIXIO;7;4;1;2;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
230185;230185 BANABUIU;20;11;6;3;-;9;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;2;-;-;-;1;-;-;-;-;-;1;1;-;1;-;1;-;-;-;-
230190;230190 BARBALHA;103;49;47;7;1;23;20;-;-;1;3;-;-;1;-;-;-;1;-;-;-;28;14;-;-;-;3;-;-;-;-;-;1;2;1;1;-;1;-;-;2;-
230195;230195 BARREIRA;23;16;5;2;3;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;1;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-
230200;230200 BARRO;21;13;6;2;1;10;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;2;-;-;-;1;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-
230205;230205 BARROQUINHA;16;12;1;3;-;8;-;-;-;1;1;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
230210;230210 BATURITE;60;34;21;5;4;10;8;-;1;11;-;-;-;-;-;-;-;1;-;-;-;13;4;-;-;-;1;1;-;-;-;-;1;1;-;1;-;2;-;-;1;-
230220;230220 BEBERIBE;34;26;5;3;-;20;3;-;-;1;-;1;-;1;-;-;-;1;-;-;-;1;2;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
230230;230230 BELA CRUZ;39;25;11;3;2;15;6;-;-;1;-;1;-;-;-;-;-;-;-;-;-;10;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
230240;230240 BOA VIAGEM;43;33;7;3;10;12;8;-;-;1;-;1;1;-;-;-;-;1;-;-;-;4;1;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
230250;230250 BREJO SANTO;96;56;32;8;-;21;31;-;-;2;1;1;-;-;-;-;-;2;-;-;-;21;5;-;-;-;3;-;-;-;-;-;1;2;1;2;-;2;-;-;1;-
230260;230260 CAMOCIM;62;31;25;6;-;20;5;-;-;4;1;1;-;-;-;-;-;1;-;-;-;14;5;-;-;-;2;1;-;-;-;-;2;1;-;2;-;2;-;-;1;-
230270;230270 CAMPOS SALES;38;20;15;3;1;14;4;-;-;1;-;-;-;-;-;-;-;1;-;-;-;4;9;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
230280;230280 CANINDE;67;37;24;6;-;17;16;-;-;2;-;2;-;-;-;-;-;3;-;-;-;9;7;-;-;-;3;1;-;-;-;-;1;1;-;3;-;2;-;-;-;-
230290;230290 CAPISTRANO;22;13;6;3;10;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;4;1;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
230300;230300 CARIDADE;14;9;2;3;-;7;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;1;-;-;-;-
230310;230310 CARIRE;18;11;4;3;2;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;1;1;-;1;-;1;-;-;-;-
230320;230320 CARIRIACU;27;15;9;3;13;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4;3;-;-;-;1;-;-;-;-;-;1;1;-;1;-;1;-;-;-;-
230330;230330 CARIUS;23;13;6;4;-;9;-;-;-;1;3;-;-;-;-;-;-;-;-;-;-;1;4;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;2;-
230340;230340 CARNAUBAL;37;27;8;2;8;11;6;-;-;1;-;-;-;1;-;-;-;-;1;-;-;3;2;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-
230350;230350 CASCAVEL;57;33;21;3;-;15;14;-;-;3;-;-;-;1;-;-;-;1;-;-;-;10;6;-;-;-;2;1;1;-;-;-;-;1;-;1;-;1;-;-;-;-
230360;230360 CATARINA;21;13;5;3;3;8;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;1;-;-;-;-;1;1;-;1;-;1;-;-;-;-
230365;230365 CATUNDA;14;8;4;2;-;5;1;-;-;-;1;-;-;1;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-
230370;230370 CAUCAIA;226;109;106;11;5;50;35;-;-;6;-;7;5;1;-;-;-;11;-;-;-;74;13;-;-;-;3;2;1;-;-;-;2;1;2;6;-;2;-;-;-;-
230380;230380 CEDRO;30;20;7;3;3;11;3;-;-;1;-;1;-;1;-;-;-;-;-;-;-;3;3;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
230390;230390 CHAVAL;16;8;6;2;-;7;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3;-;-;-;-;1;1;-;-;-;-;1;1;-;-;-;1;-;-;-;-
230393;230393 CHORO;23;20;1;2;12;6;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
230395;230395 CHOROZINHO;26;19;5;2;7;10;-;-;-;-;-;1;-;1;-;-;-;-;1;-;-;1;-;-;-;-;1;-;1;-;-;-;1;-;-;1;-;1;-;-;-;-
230400;230400 COREAU;17;12;2;3;-;8;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
230410;230410 CRATEUS;94;49;36;9;15;8;20;-;1;-;2;1;1;1;-;-;-;4;-;-;-;23;4;-;-;-;1;1;2;-;-;-;1;2;-;4;-;2;-;-;1;-
230420;230420 CRATO;242;157;73;12;4;34;113;-;1;4;1;-;-;-;-;-;-;7;-;-;-;46;16;1;-;-;2;-;-;-;-;-;1;4;-;3;1;2;1;-;1;-
230423;230423 CROATA;24;15;6;3;-;9;4;-;-;1;-;-;-;1;-;-;-;-;-;-;-;2;3;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
230425;230425 CRUZ;35;24;9;2;-;13;8;-;-;1;-;-;-;2;-;-;-;-;-;-;-;7;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
230426;230426 DEPUTADO IRAPUAN PINHEIRO;17;12;2;3;4;4;-;-;-;1;1;1;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-
230427;230427 ERERE;7;3;2;2;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
230428;230428 EUSEBIO;97;45;46;6;-;17;22;-;-;4;1;-;-;1;-;-;-;-;-;-;-;31;6;2;-;-;2;1;1;-;-;1;2;1;-;3;-;1;-;1;-;-
230430;230430 FARIAS BRITO;37;23;9;5;18;1;2;-;-;-;-;-;-;2;-;-;-;-;-;-;-;5;2;-;-;-;1;-;-;-;-;-;1;1;-;2;-;1;-;-;1;-
230435;230435 FORQUILHA;24;14;8;2;-;9;1;-;-;-;1;1;-;2;-;-;-;-;-;-;-;4;-;-;1;-;1;-;-;-;-;1;1;-;-;1;-;1;-;-;-;-
230440;230440 FORTALEZA;6608;4322;2150;136;11;118;4069;-;4;108;6;-;2;-;1;2;1;18;-;1;2;1813;150;31;-;9;21;12;90;-;-;-;3;43;38;37;1;9;2;1;2;3
230445;230445 FORTIM;17;13;2;2;-;7;-;-;-;4;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
230450;230450 FRECHEIRINHA;17;9;5;3;2;5;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;3;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;1;-;-;1;-
230460;230460 GENERAL SAMPAIO;13;9;1;3;3;4;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
230465;230465 GRACA;16;11;3;2;2;7;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
230470;230470 GRANJA;32;17;11;4;-;16;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;3;-;-;-;2;1;-;-;-;-;1;1;-;1;-;1;-;-;1;-
230480;230480 GRANJEIRO;9;5;2;2;1;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
230490;230490 GROAIRAS;20;15;3;2;8;1;1;-;-;-;1;3;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-
230495;230495 GUAIUBA;20;15;2;3;-;13;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;1;-;1;-;-;-;-
230500;230500 GUARACIABA DO NORTE;55;38;14;3;6;15;6;-;-;9;-;1;-;1;-;-;-;2;-;-;-;6;3;-;-;-;1;-;1;-;-;-;1;1;-;1;-;1;-;-;-;-
230510;230510 GUARAMIRANGA;8;4;2;2;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-
230520;230520 HIDROLANDIA;16;8;5;3;-;6;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
230523;230523 HORIZONTE;47;31;12;4;1;19;7;-;-;3;-;-;-;1;-;-;-;-;-;-;-;8;-;-;-;-;3;1;-;-;-;-;-;1;-;1;-;1;-;-;1;-
230526;230526 IBARETAMA;16;11;2;3;-;7;-;-;-;2;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;1;-;-;1;-
230530;230530 IBIAPINA;33;22;8;3;4;12;3;-;-;2;-;-;-;1;-;-;-;-;-;1;-;4;2;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-
230533;230533 IBICUITINGA;21;16;3;2;-;6;4;-;-;3;1;1;-;1;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
230535;230535 ICAPUI;17;9;5;3;-;8;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;1;-;-;-;-;1;1;-;1;-;1;-;-;-;-
230540;230540 ICO;72;40;27;5;-;25;13;-;-;-;1;-;-;1;-;-;-;1;-;-;-;14;4;-;-;-;5;1;-;-;-;-;2;1;-;2;-;2;-;-;-;-
230550;230550 IGUATU;146;93;42;11;-;30;57;-;-;3;1;-;-;1;-;-;1;2;-;-;-;19;13;-;-;-;3;2;1;-;-;-;2;4;-;3;-;2;1;-;1;-
230560;230560 INDEPENDENCIA;37;26;8;3;10;10;3;-;1;-;-;2;-;-;-;-;-;-;-;-;-;5;1;-;-;-;1;-;-;-;-;-;1;1;-;1;-;1;-;-;-;-
230565;230565 IPAPORANGA;16;9;5;2;1;6;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;1;1;-;-;-;-;1;1;-;-;-;1;-;-;-;-
230570;230570 IPAUMIRIM;11;6;3;2;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-
230580;230580 IPU;48;29;10;9;-;19;6;-;-;2;-;1;-;1;-;-;-;-;-;-;-;3;5;-;-;-;2;-;-;-;-;-;-;5;-;2;-;1;-;-;1;-
230590;230590 IPUEIRAS;33;18;11;4;11;4;-;-;-;1;-;1;-;1;-;-;-;1;-;-;-;6;3;-;-;-;1;-;-;-;-;-;-;2;-;1;-;1;-;-;-;-
230600;230600 IRACEMA;17;13;2;2;2;6;2;-;-;-;1;-;-;2;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
230610;230610 IRAUCUBA;20;11;5;4;-;9;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;2;-;-;-;1;-;-;-;-;-;1;1;-;1;-;1;-;-;1;-
230620;230620 ITAICABA;10;5;4;1;-;4;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-
230625;230625 ITAITINGA;36;24;9;3;-;23;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3;4;-;-;-;1;-;-;-;-;-;1;1;-;1;-;1;-;-;-;-
230630;230630 ITAPAGE;52;34;15;3;-;23;8;-;-;2;-;1;-;-;-;-;-;-;-;-;-;11;2;-;-;1;1;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
230640;230640 ITAPIPOCA;159;106;45;8;-;41;47;-;-;7;2;3;1;3;-;2;-;3;-;-;-;28;10;-;-;-;1;1;-;-;-;-;2;3;-;2;-;2;-;-;1;-
230650;230650 ITAPIUNA;13;9;2;2;8;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
230655;230655 ITAREMA;36;19;14;3;1;14;-;-;-;1;-;-;2;1;-;-;-;1;-;-;-;5;5;-;-;-;1;1;-;-;-;-;1;1;-;1;-;1;-;-;-;-
230660;230660 ITATIRA;21;16;3;2;-;15;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-
230670;230670 JAGUARETAMA;22;12;6;4;1;7;-;-;-;-;1;2;-;1;-;-;-;-;-;-;-;1;1;-;-;-;1;1;-;-;-;-;2;1;-;1;-;1;-;-;1;-
230680;230680 JAGUARIBARA;16;9;3;4;5;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;1;-;-;1;-
230690;230690 JAGUARIBE;48;30;15;3;3;13;10;-;-;2;-;-;-;2;-;-;-;1;-;-;-;11;1;-;-;-;1;1;-;-;-;-;-;1;-;1;-;1;-;-;-;-
230700;230700 JAGUARUANA;41;28;9;4;11;2;11;-;-;3;-;-;-;1;-;-;-;-;-;-;-;5;3;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-
230710;230710 JARDIM;25;16;6;3;13;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;3;-;-;-;1;-;-;-;-;-;1;1;-;1;-;1;-;-;-;-
230720;230720 JATI;18;11;3;4;5;3;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;1;-;1;-;1;-;-;1;-
230725;230725 JIJOCA DE JERICOACOARA;26;15;8;3;7;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;-;-;-;1;1;-;-;-;-;1;1;-;1;-;1;-;-;-;-
230730;230730 JUAZEIRO DO NORTE;606;314;270;22;3;51;252;-;-;7;1;-;-;-;-;-;-;9;-;-;-;139;104;5;-;-;3;3;5;-;1;-;1;6;2;6;1;2;1;1;2;1
230740;230740 JUCAS;24;14;6;4;-;12;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;2;1;-;-;-;1;1;-;-;-;-;1;1;-;1;-;1;-;-;1;-
230750;230750 LAVRAS DA MANGABEIRA;32;21;8;3;-;12;5;-;1;2;-;-;-;-;-;-;1;-;-;-;-;4;1;-;-;-;1;-;1;-;-;1;-;1;-;1;-;1;-;-;-;-
